tombstone_code,place,tombstone_id,latitude,longitude,last_name,name,fathers_name,gender,year,tags,epitaph_language,decor_type,tombstone_type,tombstone_material_code,source_ru,source_en
RSK034,Рашков,34,,,,Лея,Шимон,f,1830,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK035,Рашков,35,,,,Беньямин,Шимон,m,1829,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK036,Рашков,36,,,,Беньямин Лейб,Барух,m,1830,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK038,Рашков,38,,,,Барух,Зеев,m,1835,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK039,Рашков,39,,,,Неизвестный,,n,1829,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK040,Рашков,40,,,,Хая,Хана,f,1829,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK041,Рашков,41,,,,Хейне,Цви,f,1829,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK042,Рашков,42,,,,Сося,Реувен,f,1803,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK043,Рашков,43,,,,Хая,Ицхак,f,1802,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK044,Рашков,44,,,,Хеня,Перец,f,1802,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK045,Рашков,45,,,,Зельде,Шимшон,f,1802,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK046,Рашков,46,,,,Неизвестный,,n,1804,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK047,Рашков,47,,,,Рахель,Александр,f,1804,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK048,Рашков,48,,,,Бейла,Перец,f,1804,левит,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK049,Рашков,49,,,,Этя,Зеев,f,,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK050,Рашков,50,,,,Неизвестный,,n,1804,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK051,Рашков,51,,,,Сирка,Шмуэль,f,1805,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK052,Рашков,52,,,,Хая,Моше,f,1805,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK053,Рашков,53,,,,Сося,Авраам,f,1818,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK054,Рашков,54,,,,Йетя,Йосеф,f,1807,коэн,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK055,Рашков,55,,,,Фейга,Яаков,f,1817,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK056,Рашков,56,,,,Рахель,Яаков,f,1827,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK057,Рашков,57,,,,Рикла,Цви,f,1827,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK058,Рашков,58,,,,Перил,Шломо,f,1827,пожилой,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK059,Рашков,59,,,,Тодрос,Йехиэль,m,1843,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK060,Рашков,60,,,,Хая,Авраам,f,1828,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK061,Рашков,61,,,,Фрейда,Йехошуа Хешиль,f,1827,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK062,Рашков,62,,,,Двося,Йекутиэль Файвиль,f,1829,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK063,Рашков,63,,,,Барух,Яаков Меир,m,1840,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK064,Рашков,64,,,,Неизвестный,,n,1799,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK065,Рашков,65,,,,Неизвестный,,n,1790,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK066,Рашков,66,,,,Неизвестный,,n,,,,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK067,Рашков,67,,,,Бейла,Даниэль,f,1817,коэн,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK068,Рашков,68,,,,Неизвестный,,n,,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK069,Рашков,69,,,,Неизвестный,,n,,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK069a,Рашков,69a,,,,Неизвестный,,m,,кадош,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK070,Рашков,70,,,,Неизвестный,Авраам,n,1778,коэн,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK071,Рашков,71,,,Корицер,Мордехай,Йона,m,,"ученый, %Броды%",HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK072,Рашков,72,,,,Исраэль,Меир,m,,пожилой,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK073,Рашков,73,,,,Неизвестный,Ицхак,m,,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK074,Рашков,74,,,,Нафтали,Ицхак,m,1785,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK075,Рашков,75,,,,Авраам,Йехуда,m,1787,пожилой,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK076,Рашков,76,,,,Йонатан Фальк,Йекутиэль,m,,торани,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK077,Рашков,77,,,,Неизвестный,,n,1787,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK078,Рашков,78,,,,Шломо,Элияху,m,1787,левит,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK079,Рашков,79,,,,Неизвестный,,n,1787,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK080,Рашков,80,,,,Шейндл,Арье Лейб,f,1767,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK081,Рашков,81,,,,Неизвестный,,n,,,,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK082,Рашков,82,,,,Лейб,Моше,m,,ребенок,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK083,Рашков,83,,,,Авраам Хаим,Мордехай,m,1836,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK084,Рашков,84,,,,Аарон,Ицхак Хаим,m,1830,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK085,Рашков,85,,,,Нисан,Шимон,m,1830,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK085a,Рашков,85a,,,,Неизвестный,,n,,,,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK086,Рашков,86,,,,Ривка,Яаков,f,1826,пожилой,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK087,Рашков,87,,,,Мордехай,Йохель,m,1790,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK088,Рашков,88,,,,Авраам Дов,Йосеф,m,1789,"торани, юноша",HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK089,Рашков,89,,,,Хаим,Шауль,m,1776,"торани, коэн",HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK090,Рашков,90,,,,Авраам,Ицхак,m,1788,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK091,Рашков,91,,,,Яаков Йосеф,Хаим,m,1786,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK092,Рашков,92,,,,Цви,Яаков Йосеф,m,1825,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK093,Рашков,93,,,,Ноах,Яаков,m,,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK093,Рашков,93,,,,Ита,Пинхас,f,1789,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK094,Рашков,94,,,,Голда,Йехуда,f,1791,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK095,Рашков,95,,,,Хая,Шломо,f,1790,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK096,Рашков,96,,,,Гитл,Йехуда,f,1790,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK097,Рашков,97,,,,Рейза,Авраам,f,1791,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK098,Рашков,98,,,,Хая,Шмуэль,f,1790,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK099,Рашков,99,,,,Бейла,Дов,f,1792,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK100,Рашков,100,47.9407895592528,28.8432448044931,,Элияким Гециль,Авраам,m,1826,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK101,Рашков,101,47.9407810666175,28.8432380723212,,Батья,Йехуда Лейб,f,1793,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK102,Рашков,102,47.9407745517132,28.8432406177137,,Перил,Давид,f,1795,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK103,Рашков,103,47.9407639118035,28.8432405651248,,Ривка,Аншиль,f,1796,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK104,Рашков,104,47.9407576974228,28.8432437625766,,Эйде,Калонимус,f,1805,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK105,Рашков,105,47.9407507239919,28.8432510520868,,Симха,Даниэль,m,1834,коэн,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK106,Рашков,106,47.9407454378994,28.8432608767637,,Йехуда Лейб,Моше,m,1818,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK107,Рашков,107,47.9407381912253,28.8432644219163,,Давид,Дов,m,1819,пожилой,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK108,Рашков,108,47.9407273095694,28.8432614142888,,Йосеф,Йонатан Фальк,m,1819,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK109,Рашков,109,47.9407300240113,28.8432752735837,,Мордехай,Элияху,m,1832,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK110,Рашков,110,47.9414248140486,28.8431173062496,,Фейга,Яаков,f,,девушка,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK110,Рашков,110,47.9414248140486,28.8431173062496,,Михла,Яаков,f,1789,девушка,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK111,Рашков,111,47.9413931272675,28.8431185644429,,Неизвестный,,n,,,,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK112,Рашков,112,47.9413071495686,28.8431363051491,,Неизвестный,,n,,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK113,Рашков,113,47.9413011088092,28.8431368367927,,Сара,Ицхак,f,1770,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK114,Рашков,114,47.9412684532304,28.8431416810927,,Яхна,Исраэль,f,1788,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK114a,Рашков,114a,47.9412682398327,28.8431216729358,,Захарьяху,Зеев,m,1787,ребенок,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK115,Рашков,115,47.941258498788,28.8431419678537,,Неизвестный,,n,,,,,P,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK116,Рашков,116,47.9412453969216,28.8431454667863,,Двора,Гершон,f,1777,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK117,Рашков,117,47.9412307312704,28.8431413024382,,Голда,Цви,f,1776,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK118,Рашков,118,47.9412230382652,28.8431407172767,,Цви,Моше,m,1740,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK119,Рашков,119,47.9412184774428,28.8431484046213,,Йехошуа Хешиль,Цви Гирш,m,1776,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK120,Рашков,120,47.9412051770807,28.8431533650488,,Йехуда Лейб,Нафтали,m,1770,юноша,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK121,Рашков,121,47.9411998233056,28.8431655063149,,Аарон,Цви,m,1775,ученый,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK122,Рашков,122,47.9411903295437,28.8431677146981,,Симха,Давид,m,1762,аврех,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK123,Рашков,123,47.9411800429549,28.8431618217143,,Шабтай,Цви,m,1768,"торани, ученый",HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK123a,Рашков,123a,47.9411793893125,28.8431717617916,,Неизвестный,,n,,,,,N,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK124,Рашков,124,47.9411670232435,28.8431623882442,,Неизвестный,,n,1782,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK125,Рашков,125,47.9411566041181,28.843167914487,,Неизвестный,,n,,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK126,Рашков,126,47.9411503129994,28.8431655581028,,Неизвестный,,n,1789,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK127,Рашков,127,47.9411426697764,28.8431626700603,,Йекутиэль Залман,Шломо,m,1774,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK128,Рашков,128,47.9411318986809,28.8431616955744,,Меир,Ицхак,m,1769,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK129,Рашков,129,47.9411200279494,28.8431650182714,,Перец,Барух,m,1769,кадош,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK130,Рашков,130,47.9411112146488,28.8431714075812,,Неизвестный,,n,1769,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK131,Рашков,131,47.9414270714997,28.8431440347222,,Нисан,Мордехай,m,,,HE,,N,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK132,Рашков,132,47.9413768104484,28.8431622062479,,Неизвестный,,n,1807,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK133,Рашков,133,47.9413000483934,28.8431715714375,,Неизвестный,,n,1810,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK134,Рашков,134,47.9412835360534,28.8431653156166,,Хадаса,Арье Лейб,f,1767,кадош,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK135,Рашков,135,47.9412652473118,28.8431692550537,,Райца,Беньямин,f,1762,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK136,Рашков,136,47.9412550483015,28.8431723825681,,Лея,Арье Лейб,f,1763,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK137,Рашков,137,47.9412469235928,28.8431733689386,,Лея,Липман,f,1763,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK138,Рашков,138,47.9412389116733,28.843179922116,,Хая,Аарон,f,1763,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK139,Рашков,139,47.9412313968808,28.8431774741502,,Цви,Нафтали Цви,m,1766,кадош,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK140,Рашков,140,47.9412225840676,28.8431792321935,,Беньямин Зеев,Шимон,m,1766,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK141,Рашков,141,47.9412002391439,28.8431894605067,,Мордехай,Шмуэль,m,1740,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK141a,Рашков,141a,47.941176403678,28.8431891066442,,Злата,Моше,f,,"ребенок, коэн",HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK142,Рашков,142,47.9411660009006,28.8431990631651,,Моше Ицхак,Мордехай,m,1759,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK143,Рашков,143,47.9411487647681,28.843201490106,,Ицхак,Меир,m,1765,"пожилой, кадош",HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK144,Рашков,144,47.9411375514092,28.8432033856392,,Арье_Лейб,Авраам,m,1767,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK145,Рашков,145,47.9411274377762,28.8432072883962,,Ицхак,Йосеф,m,1767,"пожилой, кадош",HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK145a,Рашков,145a,47.9411330150409,28.8432137764573,,Ицхак,Неизвестный,m,,,HE,,N,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK146,Рашков,146,47.941120656755,28.8432104796691,,Неизвестный,,n,,,HE,,N,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK147,Рашков,147,47.9411120691103,28.8432107223278,,Моше,Дов,m,1768,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK148,Рашков,148,47.9410665281172,28.8432050217103,,Зеев,Мордехай,m,1766,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK149,Рашков,149,47.9410562842635,28.8432128881118,,Хананья,Моше,m,1763,пожилой,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK150,Рашков,150,47.9410375225487,28.8432111849811,,Шифра,Шмуэль,f,1770,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK151,Рашков,151,47.9410048859271,28.8432272055456,,Арье_Лейб,Цви Гирш,m,1765,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK152,Рашков,152,47.9409918261187,28.8432333407746,,Хаим,Дов,m,1827,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK153,Рашков,153,47.9409868014256,28.8432338327598,,Дов-Бер,Хаим,m,1785,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK154,Рашков,154,47.9409766639408,28.8432319935866,,Шайя,Цви,m,1789,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK155,Рашков,155,47.9409634019099,28.8432310774188,,Беньямин,Яаков,m,1765,левит,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK156,Рашков,156,47.9409479155156,28.8432265085286,,Зеев,Зеев,m,1829,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK157,Рашков,157,47.9409425509631,28.8432289055052,,Элиэзер,Йосеф,m,1811,пожилой,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK158,Рашков,158,47.9409351975111,28.843226361806,,Йосеф,Мордехай,m,1820,кадош,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK159,Рашков,159,47.9409289118752,28.843229680639,,Давид,Хаим,m,1789,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK160,Рашков,160,47.9408833277215,28.8432525978966,,Ицхак,Аарон,m,1770,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK161,Рашков,161,47.9408014052064,28.8432528728454,,Авраам,Товья,m,1816,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK162,Рашков,162,47.9407617179139,28.8432721147377,,Авраам Зеев,Натан Ноте,m,1821,юноша,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK163,Рашков,163,47.9411024926759,28.8432283514374,,Нахум,Пинхас,m,1768,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK164,Рашков,164,47.9410928394152,28.8432341222744,,Йехезкель,Элиэзер,m,1762,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK165,Рашков,165,47.9410826325272,28.8432421622126,,Ицхак,Шломо Залман,m,1850,левит,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK166,Рашков,166,47.9410725025453,28.8432416346834,,Рахель,Исраэль,f,1759,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK167,Рашков,167,47.9410650307696,28.843240417604,,Рахель,Пинхас,f,1762,коэн,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK168,Рашков,168,47.9410548376519,28.8432445756728,,Голда,Хананья,f,1762,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK169,Рашков,169,47.941033768273,28.8432450969291,,Элиэзер Литман,Менаше,m,1825,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK170,Рашков,170,47.9410322199111,28.8432589969262,,Мирл,Цви Гирш,f,1764,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK171,Рашков,171,47.941022456156,28.843256456985,,Хана,Менаше,m,,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK172,Рашков,172,47.9410270777761,28.8432625422066,,Йехуда,Ашер Лемиль,m,,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK173,Рашков,173,47.9410133924574,28.8432615243119,,Яаков,Зеев,m,,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK174,Рашков,174,47.9409712166506,28.8432592343849,,Хеня,Калонимус,f,1787,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK175,Рашков,175,47.9409529080362,28.8432581278293,,Яхна,Авраам,f,1789,,HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK176,Рашков,176,47.9409426061582,28.8432621400271,,Коня,Йосеф,f,1785,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK177,Рашков,177,47.9409370527498,28.8432645393923,,Гитл,Гедалья,f,1785,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK178,Рашков,178,47.9409180513727,28.8432728245678,,Фрейда Лея,Хаим,f,,ребенок,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK179,Рашков,179,47.9408745879,28.8432655449248,,Моше,Ицхак,m,1782,кадош,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK180,Рашков,180,47.940866819892,28.8432675707906,,Элияху,Ашер Лемиль,m,1806,юноша,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK181,Рашков,181,47.9408603562261,28.8432680676164,,Шмуэль Дов,Яаков,m,1829,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK182,Рашков,182,47.9408519199727,28.8432696200842,,Ашер Лемиль,Йехуда,m,1793,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK183,Рашков,183,47.9408447509002,28.8432678637675,,Йехуда,Исраэль,m,1792,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK184,Рашков,184,47.9408408045409,28.8432713403445,,Моше,Цви,m,1793,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK185,Рашков,185,47.9408304732655,28.8432702130331,,Арье,Менаше,m,1792,коэн,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK185a,Рашков,185a,47.940826840476,28.8432719054212,,Неизвестный,,n,,,,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK186,Рашков,186,47.9408160393393,28.8432703958954,,Йехуда Лейб,Элиэзер,m,1796,"торани, ученый",HE,,L,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK187,Рашков,187,47.940807330001,28.843271376263,,Меир,Элияху,m,1796,торани,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK188,Рашков,188,47.9407963059183,28.8432749157335,,Йешайя,Ноах,m,1796,"коэн, торани",HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK189,Рашков,189,47.9407865662334,28.8432718668629,,Авид,Цви,m,1796,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK190,Рашков,190,47.940780896764,28.8432807059066,,Моше,Нисан,m,1799,пожилой,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
RSK191,Рашков,191,47.9407768522706,28.8432733150493,,Неизвестный,,m,,,HE,,M,SC,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
